Código Candidato,Data de nascimento,Série,Unidade,Data de Inscrição,Data da matrícula,Tipo,Bolsa (%),Real Anuidade
CL13624,19/9/2009,1ª série,Ouro Preto,18/08/2024 22:46,21/11/2024,Rematrícula,"37,90%",23.791
CL13627,23/03/2012,8º ano,Santa Amélia,18/08/2024 22:47,11/11/2024,Rematrícula,"27,20%",22.277
CL13630,23/06/2015,4º ano bilíngue,Mais Buritis,18/08/2024 22:46,06/12/2024,Rematrícula,"60,00%",21.506
CL13638,10/02/2014,6º ano,Conceição do Mato Dentro,18/08/2024 22:47,04/12/2024,Rematrícula,"100,00%",13.409
CL13639,12/07/2011,8º ano,Jardim Canadá,18/08/2024 22:46,01/02/2025,Rematrícula,"17,50%",25.781
CL1364,2/12/2000,2ª série,Alípio de Melo,18/8/2024 22:46:00,01/10/2024,Rematrícula,"50,00%",16.82
CL13640,,6º ano,,18/08/2024 22:45,,Rematrícula,,
CL13641,15/06/2009,1ª série,Mais Buritis,18/08/2024 22:44,09/01/2025,Rematrícula,"40,00%",22.02
CL13642,16/11/2016,3º ano,Nova Suíça,18/08/2024 22:44,28/11/2024,Rematrícula,"35,00%",17.939
CL13648,10/10/2013,6º ano,Carajás,18/08/2024 22:44,04/12/2024,Rematrícula,"0,00%",23.241
CL13651,07/07/2007,3ª série,Carajás,18/08/2024 22:46,30/11/2024,Rematrícula,"100,00%",0.0
CL13656,09/05/2015,5º ano bilíngue,Mais Pampulha,18/08/2024 22:46,06/11/2024,Rematrícula,"56,80%",25.221
CL13663,,9º ano,,18/08/2024 22:47,,Rematrícula,,
CL13664,,4º ano,,18/08/2024 22:47,,Rematrícula,,
CL13665,27/12/2013,6º ano bilíngue,Carajás,18/08/2024 22:46,03/12/2024,Rematrícula,"100,00%",38.376
CL13668,14/08/2010,9º ano,Alípio de Melo,18/08/2024 22:46,26/12/2024,Rematrícula,"60,00%",11.889
CL13669,,7º ano,,18/08/2024 22:47,,Rematrícula,,
CL13673,10/11/2018,1º ano,Ouro Preto,18/08/2024 22:45,09/01/2025,Rematrícula,"50,00%",15.173
CL13674,07/06/2012,8º ano,Alípio de Melo,18/08/2024 22:46,29/10/2024,Rematrícula,"47,00%",16.079
CL13681,14/09/2010,9º ano,Santa Amélia,18/08/2024 22:44,12/09/2024,Rematrícula,"44,00%",14.937
CL13684,18/07/2015,4º ano,Castelo Manacás,18/08/2024 22:47,02/10/2024,Rematrícula,"62,00%",9.783
CL13687,26/5/2016,3º ano,Carlos Prates,18/08/2024 22:45,10/12/2024,Rematrícula,"55,00%",11.928
CL13688,14/2/2009,2ª série,Lagoa Santa,18/08/2024 22:46,13/09/2024,Rematrícula,"60,00%",14.118
CL13689,24/06/2016,3º ano,Castelo Manacás,18/08/2024 22:46,28/08/2024,Rematrícula,"55,00%",11.327
CL13694,25/10/2021,Infantil 3 bilíngue,Mais Belvedere,18/08/2024 22:46,09/09/2024,Rematrícula,"70,00%",15.565
CL13699,11/01/2011,9º ano,Mais Cidade Nova,18/08/2024 22:46,03/02/2025,Rematrícula,"55,00%",18.794
CL1370,26/06/2019,Infantil 5,Santa Amélia,18/8/2024 22:45:00,02/10/2024,Rematrícula,"54,90%",10.865
CL13700,7/1/2011,9º ano,Jaraguá,18/08/2024 22:44,01/10/2024,Rematrícula,"39,80%",18.026
CL13708,29/11/2012,7º ano bilíngue,Carajás,18/08/2024 22:44,04/12/2024,Rematrícula,"100,00%",38.376
CL13715,16/6/2011,9º ano,Ouro Preto,18/08/2024 22:45,25/10/2024,Rematrícula,"46,00%",19.024
CL13716,,2º ano,,18/08/2024 22:46,,Rematrícula,,
CL13719,14/02/2009,2ª série,Conceição do Mato Dentro,18/08/2024 22:46,29/01/2025,Rematrícula,"12,00%",18.638
CL13722,,3º ano bilíngue,,18/08/2024 22:44,,Rematrícula,,
CL13725,17/07/2020,Infantil 4,Conceição do Mato Dentro,18/08/2024 22:46,03/01/2025,Rematrícula,"50,00%",8.22
CL13728,23/01/2008,3ª série,Carajás,18/08/2024 22:45,04/12/2024,Rematrícula,"100,00%",0.0
CL13737,17/10/2013,6º ano,Ouro Preto,18/08/2024 22:44,18/12/2024,Rematrícula,"32,00%",23.246
CL13742,02/08/2018,1º ano,Carlos Prates,18/08/2024 22:44,10/09/2024,Rematrícula,"70,00%",8.62
CL13743,19/05/2012,8º ano,Jaraguá,18/08/2024 22:47,25/09/2024,Rematrícula,"32,00%",20.056
CL13745,18/5/2015,4º ano,Gutierrez,18/08/2024 22:46,04/02/2025,Rematrícula,"26,00%",21.075
CL13748,22/10/2016,3º ano,Carlos Prates,18/08/2024 22:45,25/10/2024,Rematrícula,"50,00%",12.429
CL13749,23/11/2015,4º ano,Lagoa Santa,18/08/2024 22:45,02/10/2024,Rematrícula,"45,00%",14.279
CL1375,26/3/2009,1ª série,Gutierrez,18/08/2024 22:46:00,04/02/2025,Rematrícula,"33,50%",19.757
CL13750,09/04/2013,7º ano,Nova Suíça,18/08/2024 22:45,23/09/2024,Rematrícula,"38,00%",21.12
CL13753,18/02/2008,2ª série,Alípio de Melo,18/08/2024 22:46,28/01/2025,Rematrícula,"33,00%",21.659
CL13758,28/5/2015,4º ano bilíngue,Mais Buritis,18/08/2024 22:44,02/10/2024,Rematrícula,"57,00%",25.673
CL13759,18/01/2017,3º ano,Carajás,18/08/2024 22:44,25/11/2024,Rematrícula,"100,00%",22.238
CL13761,08/04/2009,1ª série,Gutierrez,18/08/2024 22:46,04/10/2024,Rematrícula,"40,60%",21.566
CL13763,12/4/2014,6º ano bilíngue,Mais Pampulha,18/08/2024 22:45,01/10/2024,Rematrícula,"70,00%",20.998
CL13765,15/8/2016,3º ano bilíngue,Mais Buritis,18/08/2024 22:45,01/10/2024,Rematrícula,"57,50%",23.186
CL13766,17/09/2007,3ª série,Santa Amélia,18/08/2024 22:47,26/11/2024,Rematrícula,"33,00%",25.958
CL13770,30/06/2011,8º ano,Ouro Preto,18/08/2024 22:45,30/11/2024,Rematrícula,"55,00%",15.488
CL13773,,1ª série,,18/08/2024 22:46,,Rematrícula,,
CL13778,06/01/2016,4º ano,Carajás,18/08/2024 22:45,27/11/2024,Rematrícula,"100,00%",22.238
CL13779,,6º ano,,18/08/2024 22:46,,Rematrícula,,
CL1378,3/5/2021,Infantil 3 bilíngue,Carajás,18/08/2024 22:45:00,25/11/2024,Rematrícula,"100,00%",15.966
CL13785,3/9/2008,2ª série,Nova Suíça,18/08/2024 22:44,30/12/2024,Rematrícula,"36,40%",23.57
CL13787,21/03/2012,8º ano,Alípio de Melo,18/08/2024 22:45,26/09/2024,Rematrícula,"60,00%",12.713
CL13788,20/3/2014,6º ano,Alípio de Melo,18/08/2024 22:45,02/10/2024,Rematrícula,"55,00%",13.066
CL1379,22/7/2011,8º ano,Lagoa Santa,18/8/2024 22:46:00,02/12/2024,Rematrícula,"40,00%",17.993
CL13791,5/8/2009,1ª série,Carajás,18/08/2024 22:44,19/12/2024,Rematrícula,"100,00%",24.615
CL13798,,Infantil 5,,18/08/2024 22:45,,Rematrícula,,
CL1380,04/02/2011,9º ano,Ouro Preto,18/08/2024 22:44:00,23/10/2024,Rematrícula,"37,50%",21.587
CL13812,16/11/2008,2ª série,Ouro Preto,18/08/2024 22:46,16/10/2024,Rematrícula,"30,00%",25.823
CL13817,03/03/2008,3ª série,Ouro Preto,18/08/2024 22:45,04/10/2024,Rematrícula,"50,00%",22.346
CL13819,27/08/2012,7º ano,Mais Pampulha,18/08/2024 22:44,17/10/2024,Rematrícula,"51,70%",21.851
CL1382,,9º ano,,18/8/2024 22:47:00,,Rematrícula,,
CL13820,02/08/2009,1ª série,Santa Amélia,18/08/2024 22:45,02/12/2024,Rematrícula,"50,00%",17.827
CL13822,22/04/2015,4º ano,Santa Amélia,18/08/2024 22:45,23/12/2024,Rematrícula,"48,00%",14.152
CL13823,10/06/2016,4º ano,Jaraguá,18/08/2024 22:45,07/10/2024,Rematrícula,"45,00%",14.134
CL13824,,3ª série,,18/08/2024 22:45,,Rematrícula,,
CL1383,,7º ano,,18/08/2024 22:44:00,,Rematrícula,,
CL13830,14/07/2015,4º ano,Gutierrez,18/08/2024 22:45,20/11/2024,Rematrícula,"60,00%",11.269
CL13831,1/9/2014,5º ano,Castelo Manacás,18/08/2024 22:45,13/11/2024,Rematrícula,"32,00%",17.0
CL13833,15/4/2013,7º ano,Nova Suíça,18/08/2024 22:46,16/09/2024,Rematrícula,"50,00%",17.555
CL13838,17/12/2011,8º ano,Alípio de Melo,18/08/2024 22:46,02/10/2024,Rematrícula,"30,00%",20.482
CL13839,14/4/2008,3ª série,Nova Suíça,18/08/2024 22:46,16/12/2024,Rematrícula,"38,00%",27.118
CL13841,,5º ano,,18/08/2024 22:45,,Rematrícula,,
CL13842,,7º ano,,18/08/2024 22:46,,Rematrícula,,
CL13843,,5º ano,,18/08/2024 22:45,,Rematrícula,,
CL13846,09/06/2022,Infantil 2,Gutierrez,18/08/2024 22:47,08/10/2024,Rematrícula,"60,00%",10.821
CL13847,4/10/2008,2ª série,Alípio de Melo,18/08/2024 22:47,12/11/2024,Rematrícula,"35,00%",21.09
CL13849,,Infantil 3 bilíngue,,18/08/2024 22:46,,Rematrícula,,
CL13859,,9º ano,,18/08/2024 22:44,,Rematrícula,,
CL13860,21/4/2012,8º ano,Jaraguá,18/08/2024 22:46,25/11/2024,Rematrícula,"56,00%",13.812
CL13861,17/03/2017,3º ano,Alípio de Melo,18/08/2024 22:45,16/09/2024,Rematrícula,"55,00%",11.928
CL13864,,9º ano,,18/08/2024 22:46,,Rematrícula,,
CL13865,14/09/2007,3ª série,Alípio de Melo,18/08/2024 22:44,08/11/2024,Rematrícula,"100,00%",586.0
CL13872,,3ª série,,18/08/2024 22:46,,Rematrícula,,
CL13877,,1ª série,,18/08/2024 22:46,,Rematrícula,,
CL13878,19/11/2014,5º ano,Carajás,18/08/2024 22:46,29/11/2024,Rematrícula,"100,00%",22.238
CL13882,04/10/2008,2ª série,Ouro Preto,18/08/2024 22:45,06/01/2025,Rematrícula,"32,00%",25.762
CL13884,04/02/2015,5º ano,Lagoa Santa,18/08/2024 22:46,07/10/2024,Rematrícula,"46,90%",13.856
CL13885,29/01/2017,3º ano,Jardim Canadá,18/08/2024 22:45,10/10/2024,Rematrícula,"50,00%",15.018
CL13888,07/03/2017,3º ano,Santa Amélia,18/08/2024 22:47,20/08/2024,Rematrícula,"57,00%",12.067
CL13889,30/9/2017,2º ano,Castelo Manacás,18/08/2024 22:45,02/10/2024,Rematrícula,"62,00%",9.783
CL13891,27/5/2011,8º ano,Alípio de Melo,18/08/2024 22:47,26/11/2024,Rematrícula,"100,00%",471.0
CL13893,20/6/2017,2º ano,Lagoa Santa,18/08/2024 22:47,20/09/2024,Rematrícula,"100,00%",405.0
CL13894,03/03/2015,5º ano,Carajás,18/08/2024 22:45,30/11/2024,Rematrícula,"100,00%",22.238
CL13896,16/8/2008,2ª série,Ouro Preto,02/10/2024 14:32,08/11/2024,Rematrícula,"6,20%",34.384
CL13897,09/10/2016,3º ano,Castelo,18/08/2024 22:44,04/10/2024,Rematrícula,"35,00%",16.339
CL13899,30/08/2020,Infantil 4 bilíngue,Carajás,18/08/2024 22:45,13/12/2024,Rematrícula,"100,00%",16.976
CL1390,1/11/2013,6º ano,Carlos Prates,18/08/2024 22:45:00,11/01/2025,Rematrícula,"65,00%",10.712
CL13903,20/02/2017,3º ano,Castelo,18/08/2024 22:45,03/12/2024,Rematrícula,"55,00%",11.928
CL13904,12/01/2012,8º ano,Santa Amélia,18/08/2024 22:46,03/09/2024,Rematrícula,"53,00%",15.259
CL13911,,2ª série,,18/08/2024 22:46,,Rematrícula,,
CL13920,18/07/2008,2ª série,Conceição do Mato Dentro,18/08/2024 22:47,29/01/2025,Rematrícula,"12,00%",18.638
CL1393,09/05/2011,9º ano,Carlos Prates,18/8/2024 22:44:00,19/09/2024,Rematrícula,"55,00%",14.008
CL13930,13/09/2016,3º ano,Alípio de Melo,18/08/2024 22:47,30/09/2024,Rematrícula,"64,20%",9.899
CL13932,18/1/2017,3º ano,Castelo Manacás,18/08/2024 22:44,22/11/2024,Rematrícula,"50,00%",13.031
CL13939,,4º ano,,18/08/2024 22:45,,Rematrícula,,
CL13941,19/04/2008,2ª série,Alípio de Melo,18/08/2024 22:46,28/01/2025,Rematrícula,"48,00%",17.39
CL13944,12/12/2013,6º ano bilíngue,Carajás,18/08/2024 22:45,02/12/2024,Rematrícula,"100,00%",38.376
CL13948,13/12/2008,2ª série,Conceição do Mato Dentro,18/08/2024 22:46,29/01/2025,Rematrícula,"12,00%",18.638
CL13949,12/01/2013,7º ano,Mais Buritis,18/08/2024 22:46,13/12/2024,Rematrícula,"63,00%",13.201
CL13952,01/08/2018,1º ano,Conceição do Mato Dentro,18/08/2024 22:45,03/02/2025,Rematrícula,"100,00%",1.366
CL13954,,8º ano,,18/08/2024 22:45,,Rematrícula,,
CL13956,19/02/2020,Infantil 5 bilíngue,Carajás,18/08/2024 22:46,02/12/2024,Rematrícula,"100,00%",16.976
CL13958,19/02/2015,5º ano,Carlos Prates,18/08/2024 22:45,01/10/2024,Rematrícula,"31,20%",16.575
CL1396,16/12/2014,5º ano bilíngue,Mais Pampulha,18/08/2024 22:45:00,25/11/2024,Rematrícula,"70,00%",17.262
CL13960,08/11/2015,4º ano,Ouro Preto,26/09/2024 18:15,11/10/2024,Rematrícula,"53,30%",14.326
CL13961,9/3/2015,5º ano bilíngue,Mais Buritis,18/08/2024 22:45,02/10/2024,Rematrícula,"70,00%",19.266
CL13962,28/1/2009,2ª série,Mais Cidade Nova,18/08/2024 22:47,17/01/2025,Rematrícula,"67,00%",13.871
CL13967,24/4/2015,4º ano,Nova Suíça,18/08/2024 22:45,16/09/2024,Rematrícula,"50,00%",14.949
CL1397,30/3/2011,8º ano,Ouro Preto,11/9/2024 13:14:00,26/09/2024,Rematrícula,"16,00%",26.974
CL13970,,3ª série,,18/08/2024 22:46,,Rematrícula,,
CL13975,7/3/2018,2º ano,Nova Suíça,18/08/2024 22:45,02/10/2024,Rematrícula,"43,00%",16.72
CL13978,18/04/2016,3º ano bilíngue,Mais Buritis,18/08/2024 22:46,31/01/2025,Rematrícula,"72,00%",16.488
CL13981,27/12/2008,2ª série,Alípio de Melo,18/08/2024 22:47,02/10/2024,Rematrícula,"49,00%",16.587
CL13986,6/3/2014,6º ano bilíngue,Carajás,18/08/2024 22:45,06/01/2025,Rematrícula,"100,00%",0.0
CL13987,8/5/2016,3º ano,Conceição do Mato Dentro,18/08/2024 22:44,17/12/2024,Rematrícula,"79,90%",4.385
CL13988,24/03/2009,2ª série,Gutierrez,18/08/2024 22:46,04/09/2024,Rematrícula,"50,00%",20.159
CL13989,05/02/2016,4º ano,Castelo,18/08/2024 22:45,12/12/2024,Rematrícula,"60,00%",10.826
CL1399,5/11/2012,7º ano,Mais Belvedere,18/08/2024 22:44:00,18/11/2024,Rematrícula,"28,70%",28.878
CL13990,,1º ano bilíngue,,18/08/2024 22:45,,Rematrícula,,
CL13993,27/09/2014,5º ano,Lagoa Santa,18/08/2024 22:44,23/10/2024,Rematrícula,"65,00%",9.418
CL13998,23/12/2023,Infantil 1,Carajás,18/08/2024 22:46,14/11/2024,Rematrícula,"100,00%",13.611
CL14000,15/11/2020,Infantil 4,Alípio de Melo,18/08/2024 22:45,10/10/2024,Rematrícula,"60,00%",9.842
CL14001,,1º ano,,18/08/2024 22:45,,Rematrícula,,
CL14007,08/04/2008,3ª série,Ouro Preto,18/08/2024 22:46,26/12/2024,Rematrícula,"40,00%",26.128
CL14009,14/7/2015,4º ano bilíngue,Mais Buritis,18/08/2024 22:45,28/01/2025,Rematrícula,"60,00%",22.402
CL14016,20/07/2015,4º ano,Castelo Manacás,18/08/2024 22:44,23/11/2024,Rematrícula,"53,00%",12.369
CL14018,07/11/2017,2º ano,Jaraguá,18/08/2024 22:44,03/10/2024,Rematrícula,"51,50%",12.7
CL14020,6/9/2007,3ª série,Jaraguá,18/08/2024 22:45,04/02/2025,Rematrícula,"17,00%",29.856
CL14025,,9º ano,,18/08/2024 22:46,,Rematrícula,,
CL1403,15/12/2013,5º ano,Lagoa Santa,18/08/2024 22:46:00,25/09/2024,Rematrícula,"40,00%",15.393
CL14033,24/07/2014,5º ano,Carajás,03/01/2025 13:52,03/01/2025,Rematrícula,"100,00%",22.238
CL14034,14/03/2020,Infantil 5,Jaraguá,18/08/2024 22:45,03/10/2024,Rematrícula,"58,00%",10.243
CL14035,30/09/2010,9º ano,Ouro Preto,18/08/2024 22:44,04/10/2024,Rematrícula,"37,70%",21.527
CL14038,07/11/2012,7º ano,Mais Pampulha,18/08/2024 22:45,03/10/2024,Rematrícula,"46,00%",22.983
CL14039,9/7/2013,6º ano,Alípio de Melo,18/08/2024 22:47,11/09/2024,Rematrícula,"47,00%",16.079
CL14041,14/08/2020,Infantil 4 bilíngue,Mais Buritis,18/08/2024 22:45,18/09/2024,Rematrícula,"53,20%",25.066
CL14042,26/10/2012,7º ano,Jaraguá,18/08/2024 22:46,08/10/2024,Rematrícula,"55,00%",14.072
CL1405,14/08/2017,2º ano,Castelo Manacás,18/08/2024 22:46:00,09/12/2024,Rematrícula,"52,00%",12.59
CL14054,7/10/2007,3ª série,Ouro Preto Integral,18/08/2024 22:45,19/11/2024,Rematrícula,"40,00%",28.24
CL14056,10/11/2016,3º ano,Ouro Preto,18/08/2024 22:44,08/10/2024,Rematrícula,"45,00%",16.457
CL14057,16/01/2020,Infantil 5,Carlos Prates,18/08/2024 22:45,04/09/2024,Rematrícula,"55,00%",10.116
CL14059,22/11/2010,9º ano,Jaraguá,18/08/2024 22:45,02/09/2024,Rematrícula,"28,00%",21.096
CL1406,06/06/2018,1º ano,Lagoa Santa,18/08/2024 22:46:00,04/12/2024,Rematrícula,"50,00%",13.165
CL14061,24/01/2020,Infantil 5,Ouro Preto,18/08/2024 22:47,10/01/2025,Rematrícula,"60,00%",10.504
CL14063,11/01/2012,8º ano,Jardim Canadá,18/08/2024 22:44,24/01/2025,Rematrícula,"70,00%",11.614
CL14071,,1º ano bilíngue,,18/08/2024 22:45,,Rematrícula,,
CL14073,05/08/2018,1º ano,Castelo,18/08/2024 22:46,27/08/2024,Rematrícula,"60,00%",10.826
CL14074,30/01/2018,2º ano,Jaraguá,18/08/2024 22:45,10/12/2024,Rematrícula,"18,70%",19.933
CL14076,06/11/2019,Infantil 5 bilíngue,Mais Pampulha,18/08/2024 22:45,09/09/2024,Rematrícula,"57,00%",23.687
CL14077,,1ª série,,18/08/2024 22:47,,Rematrícula,,
CL14079,28/07/2013,6º ano,Carlos Prates,18/08/2024 22:44,16/01/2025,Rematrícula,"49,00%",14.384
CL1408,,1ª série,,18/08/2024 22:45:00,,Rematrícula,,
CL14082,,2ª série,,18/08/2024 22:45,,Rematrícula,,
CL14084,10/09/2007,3ª série,Alípio de Melo,18/08/2024 22:45,06/11/2024,Rematrícula,"43,60%",19.638
CL14085,29/11/2008,2ª série,Ouro Preto,18/08/2024 22:44,08/11/2024,Rematrícula,"34,00%",25.094
CL14086,04/05/2009,1ª série,Alípio de Melo,18/08/2024 22:47,14/10/2024,Rematrícula,"24,20%",24.164
CL14087,23/06/2017,2º ano,Santa Amélia,18/08/2024 22:47,02/09/2024,Rematrícula,"60,00%",11.372
CL14092,12/10/2014,5º ano,Gutierrez,18/08/2024 22:46,27/08/2024,Rematrícula,"29,80%",20.06
CL14106,30/05/2012,8º ano,Santa Amélia,18/08/2024 22:46,24/09/2024,Rematrícula,"25,00%",22.876
CL14108,13/10/2013,6º ano,Carlos Prates,18/08/2024 22:47,19/09/2024,Rematrícula,"48,50%",14.985
CL14109,20/4/2011,9º ano,Lagoa Santa,18/08/2024 22:47,23/12/2024,Rematrícula,"0,00%",28.41
CL1411,2/9/2008,2ª série,Carajás,18/08/2024 22:44:00,11/12/2024,Rematrícula,"100,00%",24.615
CL14111,23/2/2017,3º ano bilíngue,Carajás,18/08/2024 22:46,03/12/2024,Rematrícula,"100,00%",32.408
CL14115,15/08/2007,3ª série,Mais Buritis,18/08/2024 22:45,23/09/2024,Rematrícula,"50,50%",23.694
CL14117,08/07/2013,6º ano bilíngue,Mais Pampulha,18/08/2024 22:44,28/11/2024,Rematrícula,"62,30%",26.19
CL14118,,5º ano bilíngue,,18/08/2024 22:45,,Rematrícula,,
CL14120,17/07/2016,3º ano,Nova Suíça,18/08/2024 22:45,29/11/2024,Rematrícula,"47,00%",15.708
CL14122,17/3/2013,7º ano,Mais Pampulha,18/08/2024 22:44,05/09/2024,Rematrícula,"39,70%",25.555
CL14127,,5º ano bilíngue,,18/08/2024 22:46,,Rematrícula,,
CL14131,18/04/2008,3ª série,Mais Buritis,18/08/2024 22:45,06/09/2024,Rematrícula,"50,00%",23.897
CL14136,31/01/2013,7º ano,Santa Amélia,18/08/2024 22:45,27/11/2024,Rematrícula,"50,00%",16.075
CL14137,08/02/2013,7º ano,Alípio de Melo,18/08/2024 22:44,06/09/2024,Rematrícula,"37,50%",17.833
CL14138,27/05/2019,Infantil 5,Castelo Manacás,18/08/2024 22:46,08/10/2024,Rematrícula,"50,00%",11.902
CL14140,06/05/2016,3º ano,Alípio de Melo,18/08/2024 22:46,04/10/2024,Rematrícula,"55,00%",11.928
CL14148,,7º ano bilíngue,,18/08/2024 22:44,,Rematrícula,,
CL1415,20/2/2015,5º ano bilíngue,Carajás,18/08/2024 22:46:00,02/12/2024,Rematrícula,"100,00%",32.408
CL14151,03/01/2017,3º ano,Nova Suíça,27/08/2024 17:38,03/10/2024,Rematrícula,"44,70%",16.29
CL14152,31/08/2022,Infantil 2,Gutierrez,06/12/2024 13:24,09/12/2024,Rematrícula,"37,00%",16.086
CL1416,29/1/2018,2º ano bilíngue,Carajás,18/08/2024 22:46:00,21/11/2024,Rematrícula,"100,00%",32.408
CL14160,17/09/2009,1ª série,Ouro Preto,18/08/2024 22:47,07/11/2024,Rematrícula,"20,00%",29.165
CL14169,,2ª série,,18/08/2024 22:46,,Rematrícula,,
CL14174,17/06/2010,1ª série,Carlos Prates,18/08/2024 22:47,11/11/2024,Rematrícula,"100,00%",0.0
CL1418,27/12/2016,3º ano,Castelo Manacás,18/08/2024 22:44:00,23/12/2024,Rematrícula,"50,00%",13.031
CL14182,01/07/2020,Infantil 4,Santa Amélia,18/08/2024 22:44,02/10/2024,Rematrícula,"100,00%",365.0
CL14184,,7º ano,,18/08/2024 22:44,,Rematrícula,,
CL14185,25/1/2013,7º ano,Mais Pampulha,18/08/2024 22:46,08/10/2024,Rematrícula,"40,00%",25.614
CL14186,,7º ano,,18/08/2024 22:47,,Rematrícula,,
CL14187,5/12/2009,1ª série,Jaraguá,18/08/2024 22:47,14/10/2024,Rematrícula,"20,70%",25.276
CL14198,25/1/2010,1ª série,Ouro Preto Integral,18/08/2024 22:47,01/11/2024,Rematrícula,"11,10%",35.054
CL14200,25/3/2014,6º ano,Jaraguá,18/08/2024 22:47,18/11/2024,Rematrícula,"40,00%",17.028
CL14206,21/11/2015,4º ano bilíngue,Carajás,08/11/2024 13:53,06/12/2024,Rematrícula,"100,00%",32.408
CL14207,,2ª série,,18/08/2024 22:46,,Rematrícula,,
CL14209,28/11/2015,4º ano,Nova Suíça,18/08/2024 22:45,08/10/2024,Rematrícula,"40,00%",16.559
CL1421,9/7/2018,1º ano bilíngue,Carajás,18/08/2024 22:46:00,18/11/2024,Rematrícula,"100,00%",32.408
CL14210,27/06/2010,9º ano,Alípio de Melo,18/08/2024 22:45,25/11/2024,Rematrícula,"26,10%",21.492
CL14214,10/2/2015,5º ano bilíngue,Carajás,18/08/2024 22:45,29/11/2024,Rematrícula,"100,00%",32.408
CL14216,,9º ano,,18/08/2024 22:45,,Rematrícula,,
CL14217,02/02/2023,Infantil 2 bilíngue,Carajás,18/08/2024 22:46,21/01/2025,Rematrícula,"100,00%",0.0
CL1422,,4º ano,,18/08/2024 22:44:00,,Rematrícula,,
CL14224,,1º ano bilíngue,,18/08/2024 22:45,,Rematrícula,,
CL14226,18/09/2013,6º ano bilíngue,Mais Buritis,18/08/2024 22:45,09/01/2025,Rematrícula,"50,00%",30.108
CL14228,03/06/2014,5º ano,Lagoa Santa,18/08/2024 22:45,24/09/2024,Rematrícula,"46,40%",13.967
CL14233,,3ª série,,18/08/2024 22:46,,Rematrícula,,
CL14236,31/01/2012,8º ano,Alípio de Melo,18/08/2024 22:45,13/09/2024,Rematrícula,"55,00%",13.301
CL14240,19/1/2011,9º ano,Lagoa Santa,18/08/2024 22:45,04/10/2024,Rematrícula,"43,00%",17.212
CL14246,23/11/2011,8º ano,Alípio de Melo,18/08/2024 22:47,09/01/2025,Rematrícula,"50,00%",15.303
CL14248,20/1/2015,5º ano,Castelo Manacás,18/08/2024 22:45,23/12/2024,Rematrícula,"50,50%",12.921
CL14249,16/05/2012,8º ano,Alípio de Melo,18/08/2024 22:44,13/11/2024,Rematrícula,"45,00%",15.773
CL14250,23/05/2019,Infantil 5,Castelo,22/11/2024 14:07,22/11/2024,Rematrícula,"100,00%",366.0
CL14253,12/01/2017,3º ano,Lagoa Santa,18/08/2024 22:45,20/12/2024,Rematrícula,"42,00%",14.947
CL14255,2/8/2016,3º ano,Ouro Preto,18/08/2024 22:46,03/01/2025,Rematrícula,"69,40%",10.2
CL14256,7/7/2020,Infantil 4 bilíngue,Carajás,18/08/2024 22:46,06/12/2024,Rematrícula,"100,00%",16.976
CL14263,15/12/2015,4º ano,Santa Amélia,18/08/2024 22:46,01/11/2024,Rematrícula,"50,00%",13.689
CL14265,27/09/2010,9º ano,Alípio de Melo,18/08/2024 22:47,26/11/2024,Rematrícula,"44,00%",16.856
CL14267,28/02/2016,4º ano,Castelo Manacás,18/08/2024 22:45,16/09/2024,Rematrícula,"60,00%",10.224
CL14271,17/08/2017,2º ano bilíngue,Mais Pampulha,18/08/2024 22:46,31/12/2024,Rematrícula,"60,00%",22.259
CL14275,16/10/2014,5º ano,Castelo Manacás,18/08/2024 22:44,02/10/2024,Rematrícula,"54,00%",11.547
CL14278,14/12/2019,Infantil 5 bilíngue,Carajás,18/08/2024 22:46,18/11/2024,Rematrícula,"100,00%",16.976
CL1428,,Infantil 4 bilíngue,,18/08/2024 22:46:00,,Rematrícula,,
CL14281,12/08/2008,2ª série,Nova Suíça,18/08/2024 22:47,13/12/2024,Rematrícula,"54,00%",17.864
CL14282,,6º ano,,18/08/2024 22:44,,Rematrícula,,
CL14283,5/10/2007,3ª série,Mais Belvedere,18/08/2024 22:45,10/10/2024,Rematrícula,"25,00%",39.277
CL14284,,9º ano,,18/08/2024 22:45,,Rematrícula,,
CL14285,07/10/2009,1ª série,Santa Amélia,18/08/2024 22:45,07/01/2025,Rematrícula,"50,00%",17.827
CL14287,05/03/2017,3º ano bilíngue,Mais Pampulha,18/08/2024 22:45,07/01/2025,Rematrícula,"91,00%",6.769
CL14288,20/4/2015,4º ano,Santa Amélia,18/08/2024 22:44,06/11/2024,Rematrícula,"50,00%",13.689
CL14289,24/12/2014,5º ano,Lagoa Santa,18/08/2024 22:46,18/09/2024,Rematrícula,"100,00%",405.0
CL1429,17/6/2007,3ª série,Ouro Preto Integral,18/08/2024 22:47:00,06/09/2024,Rematrícula,"20,00%",36.415
CL14291,21/10/2014,5º ano,Alípio de Melo,18/08/2024 22:44,04/11/2024,Rematrícula,"42,00%",14.795
CL14292,,2ª série,,18/08/2024 22:46,,Rematrícula,,
CL14297,2/2/2016,4º ano,Carajás,18/08/2024 22:45,28/11/2024,Rematrícula,"100,00%",22.238
CL14299,05/11/2010,9º ano,Alípio de Melo,18/08/2024 22:44,12/11/2024,Rematrícula,"50,00%",15.303
